"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"532",532,"Sinai Health System - Mount Sinai - 10S","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-05","2022-08-16","N"
"533",533,"University Health Network - Toronto General - 6MB","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-04","2022-08-14","N"
"534",534,"West Park Healthcare Centre - 3WD","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-04","2022-08-14","N"
"535",535,"Yee Hong Centre - Scarborough McNicoll - 3rd, 4th & 5th Fl","2311 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-08-04","2022-08-31","N"
"536",536,"Deerwood Creek Care Community - 1st Fl Unit","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2022-08-03","2022-08-22","N"
"537",537,"Kennedy Lodge - Scarborough - 2 South, 2 North & 3 North","1400 Kennedy Rd","LTCH","Respiratory","COVID-19","","2022-08-03","2022-09-04","N"
"538",538,"Amica On the Avenue - 3rd Fl","1066 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-08-02","2022-08-15","N"
"539",539,"Copernicus Lodge - 3 South","66 Roncesvalles Ave","LTCH","Respiratory","Coronavirus*","","2022-08-02","2022-08-13","N"
"540",540,"New Horizons Tower - 2nd Fl","1140 Bloor St W","Retirement Home","Respiratory","COVID-19","","2022-08-02","2022-08-10","N"
"541",541,"Chester Village - 2E","3555 Danforth Ave","LTCH","Respiratory","COVID-19","","2022-08-01","2022-08-22","N"
"542",542,"Runnymede Healthcare Centre - 4E","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-01","2022-08-19","N"
"543",543,"Unity Health Toronto - Providence - A5","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-01","2022-08-11","N"
"544",544,"University Health Network - Bickle Centre - S3","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-01","2022-09-02","N"
"545",545,"Michael Garron Hospital - B3 Medicine","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-31","2022-08-06","N"
"546",546,"Fountain View Care Community - 3B","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2022-07-30","2022-08-15","N"
"547",547,"Extendicare Rouge Valley - Cedar Ridge & Morrish House","551 Conlins Rd","LTCH","Respiratory","COVID-19","","2022-07-29","2022-08-26","N"
"548",548,"Maynard Nursing Home - 2nd Fl (Trinity)","28 Halton St","LTCH","Respiratory","COVID-19","","2022-07-29","2022-08-15","N"
"549",549,"Scarborough Health Network - Birchmount - G3D - Medicine","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-29","2022-08-15","N"
"550",550,"St. Hilda's Towers - 14th Fl","2339 Dufferin St","Retirement Home","Respiratory","COVID-19","","2022-07-29","2022-08-09","N"
"551",551,"The O'Neill Centre - 5th Fl","33 Christie St","LTCH","Respiratory","COVID-19","","2022-07-29","2022-08-15","N"
"552",552,"Carefirst Transitional Care Centre","300 Silver Star Boulevard","LTCH","Respiratory","COVID-19","","2022-07-28","2022-08-13","N"
"553",553,"Extendicare Guildwood - West Wing Spur 2","60 Guildwood Pky","LTCH","Respiratory","COVID-19","","2022-07-28","2022-08-15","N"
"554",554,"West Park Healthcare Centre - 2EA","82 Buttonwood Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-28","2022-08-11","N"
"555",555,"Baycrest Hospital - H7W","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-27","2022-08-01","N"
"556",556,"Baycrest Hospital - North York - 6 West","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-27","2022-08-06","N"
"557",557,"Cedarvale Terrace","429 Walmer Road","LTCH","Respiratory","COVID-19","","2022-07-27","2022-08-19","N"
"558",558,"Ukrainian Canadian Care Centre - 2nd, 3rd & 4th Fl","60 Richview Road","LTCH","Respiratory","COVID-19","","2022-07-27","2022-09-17","N"
"559",559,"Kipling Acres - 3N","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2022-07-26","2022-08-26","N"
"560",560,"North York General Hospital - General Site - 5W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-26","2022-08-06","N"
"561",561,"Unity Health Toronto - Houses of Providence - HOP 2E","3276 St Clair Ave E","LTCH","Respiratory","COVID-19","","2022-07-26","2022-08-07","N"
"562",562,"Altamont Care Community - Wing 1, Wing 2 & Wing 3","92 Island Rd","LTCH","Respiratory","COVID-19","","2022-07-25","2022-08-19","N"
"563",563,"Baycrest Hospital - North York - 7 East","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-25","2022-08-05","N"
"564",564,"Hellenic Home - Scarborough - 2B","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-07-25","2022-08-09","N"
"565",565,"RCC - Sunnybrook Health Sciences Centre - Church Site - A3N","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-25","2022-08-07","N"
"566",566,"Retirement Suites by the Lake - 1st, 2nd & 3rd Fl","2121 Kingston Rd","Retirement Home","Respiratory","COVID-19","","2022-07-25","2022-08-15","N"
"567",567,"Sunnybrook Health Sciences Centre - Bayview Campus - C6","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-25","2022-08-16","N"
"568",568,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-25","2022-08-09","N"
"569",569,"Sinai Health System - Hennick Bridgepoint - 7N","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-24","2022-08-09","N"
"570",570,"Tapestry at Village Gate West - 2nd, 6th & 9th Fl","15 Summerland Terr","Retirement Home","Respiratory","COVID-19","","2022-07-23","2022-08-12","N"
"571",571,"Belmont House - 2WW & 4WW","55 Belmont St","LTCH","Respiratory","COVID-19","","2022-07-22","2022-08-19","N"
"572",572,"North York General Hospital - General Site - 5N","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-22","2022-08-01","N"
"573",573,"Runnymede Healthcare Centre - 3 East","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-22","2022-08-06","N"
"574",574,"Scarborough Health Network - Centenary - 9E-Med","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-22","2022-08-05","N"
"575",575,"Tony Stacey Centre for Veterans' Care","59 Lawson Rd","LTCH","Respiratory","COVID-19","","2022-07-22","2022-09-21","N"
"576",576,"William Osler Health System - Etobicoke - 8th Level Surgery","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-22","2022-07-31","N"
"577",577,"Parkland On Eglinton West - 6th Fl West Tower","4650 Eglinton Avenue West","Retirement Home","Respiratory","COVID-19","","2022-07-21","2022-08-15","N"
"578",578,"Unity Health Toronto - Houses of Providence - HOP 3 East","3276 St Clair Ave E","LTCH","Respiratory","COVID-19","","2022-07-21","2022-08-03","N"
"579",579,"University Health Network - Toronto General - 14ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-21","2022-08-03","N"
"580",580,"University Health Network - Toronto General - 6ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-21","2022-08-02","N"
"581",581,"Westside - 2nd Fl","1145 Albion Rd","LTCH","Respiratory","COVID-19","","2022-07-21","2022-08-15","N"
"582",582,"Chartwell Grenadier Retirement Residence - Toronto - A3, A4, B3 & B4","2100 Bloor Street W","Retirement Home","Respiratory","COVID-19","","2022-07-20","2022-09-06","N"
"583",583,"Michael Garron Hospital - B2","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-20","2022-07-29","N"
"584",584,"Scarborough Health Network - Centenary - 5W (Surgery)","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-20","2022-08-06","N"
"585",585,"Sunnybrook Health Sciences Centre - Bayview Campus - C4","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-20","2022-07-31","N"
"586",586,"Suomi Koti Nursing Home - 7th Fl","795 Eglinton Avenue E","LTCH","Enteric","Norovirus-like","","2022-07-20","2022-08-05","N"
"587",587,"The Village of Humber Heights - Emma Neighbourhood","2245 Lawrence Avenue West","Retirement Home","Respiratory","COVID-19","","2022-07-20","2022-07-31","N"
"588",588,"University Health Network - Toronto General - Hemodialysis","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-20","2022-08-02","N"
"589",589,"Fieldstone Commons Care Community - 2B","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19","","2022-07-19","2022-08-09","N"
"590",590,"One Kenton Place - 4th Fl","1-3 Kenton Dr","Retirement Home","Respiratory","COVID-19","","2022-07-19","2022-08-16","N"
"591",591,"Seniors' Health Centre - 2nd Fl","2 Buchan Crt","LTCH","Respiratory","COVID-19","","2022-07-19","2022-08-10","N"
"592",592,"Sunnybrook Health Sciences Centre - RTBC","2075 Bayview Ave","Hospital-Acute Care","Other","CPE Unspecified (VIM)","","2022-07-19","2022-09-14","N"
"593",593,"Sunnybrook Health Sciences Centre - St. John's Rehab - A4","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-19","2022-07-31","N"
"594",594,"Terraces of Baycrest - 4th Fl","55 Ameer Ave","Retirement Home","Respiratory","COVID-19","","2022-07-19","2022-08-08","N"
"595",595,"The Village of Humber Heights - Wadsworth & Weston Neighbourhood","2245 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-07-19","2022-08-15","N"
"596",596,"University Health Network - Bickle Centre - North 3","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-19","2022-08-01","N"
"597",597,"Wellesley Central Place - 3 East","160 Wellesley St E","LTCH","Respiratory","COVID-19","","2022-07-19","2022-07-29","N"
"598",598,"Centre for Addiction and Mental Health - Queen Street Site - GAU-B","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-07-18","2022-08-04","N"
"599",599,"Greenview Lodge - 2nd & 3rd Fl","880 Lawrence Avenue","Retirement Home","Respiratory","COVID-19","","2022-07-18","2022-08-17","N"
"600",600,"Hazelton Place Retirement Residence - 3rd, 4th, & 5th Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-07-18","2022-08-02","N"
"601",601,"Lakeside Long Term Care Centre - 2nd & 4th Fl","150 Dunn Ave","LTCH","Respiratory","COVID-19","","2022-07-18","2022-09-26","N"
"602",602,"Sherbourne Place - 2nd & 4th Fl","345 Sherbourne St","LTCH","Respiratory","COVID-19","","2022-07-18","2022-08-25","N"
"603",603,"Sunnybrook Health Sciences Centre - St. John's Rehab - A1","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-18","2022-08-17","N"
"604",604,"Unity Health Toronto - St. Michael's - 8CS","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-18","2022-07-26","N"
"605",605,"Copernicus Lodge - 1 South","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19","","2022-07-17","2022-07-28","N"
"606",606,"Humber Valley Terrace - 1st Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19","","2022-07-17","2022-07-28","N"
"607",607,"Unity Health Toronto - Houses of Providence - HOP-1 East","3276 St Clair Ave E","LTCH","Respiratory","COVID-19","","2022-07-17","2022-07-31","N"
"608",608,"Chartwell Westbury Long Term Care Residence - 4th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2022-07-16","2022-08-02","N"
"609",609,"Downsview Long Term Care Centre - Unit 2 Centre","3595 Keele St","LTCH","Respiratory","COVID-19","","2022-07-16","2022-08-15","N"
"610",610,"Norwood Nursing Home - 1st Fl","122 Tyndall Ave","LTCH","Respiratory","COVID-19","","2022-07-16","2022-08-04","N"
"611",611,"Cheltenham Care Community - 1st Fl - Pleasantville","5935 Bathurst St","LTCH","Respiratory","COVID-19","","2022-07-15","2022-08-06","N"
"612",612,"Unity Health Toronto - St. Michael's - 9CC","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-15","2022-07-26","N"
"613",613,"Weston Terrace Care Community - Unit 2B","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-07-15","2022-09-06","N"
"614",614,"William Osler Health System - 7E Cardiology","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-15","2022-08-04","N"
"615",615,"North York General Hospital - General Site - 5SE","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-14","2022-07-28","N"
"616",616,"Pine Villa Seniors Transitional Care - 2nd Fl","1035 Eglinton Avenue W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-14","2022-07-29","N"
"617",617,"Shepherd Terrace Retirement Residence - 4th Fl","3758 Sheppard Avenue E","Retirement Home","Respiratory","COVID-19","","2022-07-14","2022-09-16","N"
"618",618,"Trillium Health Partners-McCall Continuing Care - Chronic / Rehab - 3rd Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-14","2022-07-29","N"
"619",619,"University Health Network - Toronto Western - 8A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-14","2022-07-26","N"
"620",620,"Kennedy Lodge - 3 South","1400 Kennedy Rd","LTCH","Respiratory","COVID-19","","2022-07-13","2022-07-29","N"
"621",621,"Michael Garron Hospital - F3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-13","2022-07-25","N"
"622",622,"Norfinch Care Community - Unit 3A & Unit 3B","22 Norfinch Dr","LTCH","Respiratory","COVID-19","","2022-07-13","2022-08-05","N"
"623",623,"Rose of Sharon Korean Long Term Care - 6th Fl","17 Maplewood Ave","LTCH","Respiratory","COVID-19","","2022-07-13","2022-07-25","N"
"624",624,"The Russell Hill Retirement Residence - 2nd, 3rd & 4th Fl","262 St. Clair Avenue W","Retirement Home","Respiratory","COVID-19","","2022-07-13","2022-07-29","N"
"625",625,"West Park Long Term Care Centre - 2nd Fl Units Hughes & Prittie","82 Buttonwood Avenue","LTCH","Respiratory","COVID-19","","2022-07-13","2022-08-02","N"
"626",626,"Better Living at Thompson House - 3rd Fl","1 Overland Dr","LTCH","Respiratory","COVID-19","","2022-07-12","2022-08-12","N"
"627",627,"Ina Grafton Gage Home - 2 East, 2 West & 3 West","40 Bell Estate Rd","LTCH","Respiratory","COVID-19","","2022-07-12","2022-08-09","N"
"628",628,"Pine Villa Seniors Transitional Care - 4th Fl","1035 Eglinton Avenue W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-12","2022-07-22","N"
"629",629,"St. Joseph's Infirmary and Private Hospital - 2nd & 3rd Fl","2 O'Connor Dr","Retirement Home","Respiratory","COVID-19","","2022-07-12","2022-08-02","N"
"630",630,"Sunnybrook Health Sciences Centre - Bayview Campus - D5","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-12","2022-07-28","N"
"631",631,"Tendercare Living Centre - 3rd Fl","1020 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-07-12","2022-08-16","N"
"632",632,"The Wexford - 5th Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-07-12","2022-08-03","N"
"633",633,"Unity Health Toronto - St. Joseph's - 6M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-12","2022-08-07","N"
"634",634,"Yee Hong Centre - Scarborough McNicoll - GF","2311 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-07-12","2022-07-27","N"
"635",635,"Carefree Lodge","306 Finch Ave E","LTCH","Respiratory","COVID-19","","2022-07-11","2022-08-29","N"
"636",636,"Jewish Home for the Aged","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-07-11","2022-08-01","N"
"637",637,"Seniors' Health Centre - 3rd Fl","2 Buchan Crt","LTCH","Respiratory","COVID-19","","2022-07-11","2022-07-29","N"
"638",638,"Wesburn Manor - 3rd Fl (3S & 3N)","400 The West Mall","LTCH","Respiratory","COVID-19","","2022-07-11","2022-08-15","N"
"639",639,"Delmanor Northtown - 7th Fl","5351 Yonge St","Retirement Home","Respiratory","COVID-19","","2022-07-10","2022-08-03","N"
"640",640,"Extendicare Bayview - West & East Unit","550 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-07-10","2022-08-14","N"
"641",641,"Cedarbrook Lodge Retirement Residence - 3rd Fl","520 Markham Road","Retirement Home","Respiratory","COVID-19","","2022-07-09","2022-07-25","N"
"642",642,"Leaside Retirement Residence - Building 10 (3rd & 7th Fl)","10 -14 William Morgan Drive","Retirement Home","Respiratory","COVID-19","","2022-07-07","2022-08-10","N"
"643",643,"McCowan Retirement Residence - 2nd, 3rd, 4th & 5th Fl","2881 Eglinton Avenue E","LTCH","Respiratory","COVID-19","","2022-07-07","2022-07-25","N"
"644",644,"RCC - Mackenzie Health Hospital - Finch Site - 4 West","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-07","2022-07-22","N"
"645",645,"Scarborough Health Network - Scarborough General - 4C - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-07","2022-08-02","N"
"646",646,"Scarborough Health Network - Scarborough General - CP4 - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-07","2022-07-29","N"
"647",647,"Sunnybrook Health Sciences Centre - Bayview Campus - C2","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-07","2022-07-18","N"
"648",648,"The Kensington Gardens - 1E, 2E, 2W & 3E","45 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-07-07","2022-08-06","N"
"649",649,"Kensington Place Retirement Residence","866 Sheppard Avenue","Retirement Home","Respiratory","COVID-19","","2022-07-06","2022-08-10","N"
"650",650,"North Park Nursing Home - 1st & 2nd Fl","450 Rustic Rd","LTCH","Respiratory","COVID-19","","2022-07-06","2022-08-18","N"
"651",651,"Unity Health Toronto - St. Michael's - RT Department","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-06","2022-08-03","N"
"652",652,"Wesburn Manor - 2N & 2S","400 The West Mall","LTCH","Respiratory","Rhinovirus","","2022-07-06","2022-07-15","N"
"653",653,"Altamont Care Community - Wing 3","92 Island Rd","LTCH","Respiratory","COVID-19","","2022-07-05","2022-07-25","N"
"654",654,"Carefirst Transitional Care Centre - 3rd Fl","300 Silver Star Boulevard","LTCH","Respiratory","COVID-19","","2022-07-05","2022-07-21","N"
"655",655,"Craiglee Nursing Home - 3 East","102 Craiglee Dr","LTCH","Respiratory","COVID-19","","2022-07-05","2022-08-13","N"
"656",656,"Scarborough Health Network - Birchmount - G4A - Medicine","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-05","2022-07-18","N"
"657",657,"St. George Care Community - 1st Fl","225 St. George St","LTCH","Respiratory","COVID-19","","2022-07-05","2022-08-02","N"
"658",658,"Villa Colombo - 4 Fusco South","40 Playfair Ave","LTCH","Respiratory","Rhinovirus","","2022-07-05","2022-07-16","N"
"659",659,"William Osler Health System - Etobicoke - 9 West","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-07-05","2022-07-14","N"
"660",660,"Centre for Addiction and Mental Health - Queen Street Site - GAU-A","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-07-04","2022-07-29","N"
"661",661,"Chartwell Trilogy Long Term Care Residence - 2nd, 3rd, 4th, 5th & 6th Fl","340 McCowan Rd","LTCH","Respiratory","COVID-19","","2022-07-04","2022-09-06","N"
"662",662,"Cheltenham Care Community - 2nd Fl South","5935 Bathurst St","LTCH","Respiratory","Metapneumovirus","","2022-07-04","2022-07-15","N"
"663",663,"Harold and Grace Baker Centre - 3rd, 4th, 5th & 6th Fl","1 Northwestern Avenue","Retirement Home","Respiratory","COVID-19","","2022-07-04","2022-08-09","N"
"664",664,"Harold and Grace Baker Centre LTCH - A & C Wing","1 Northwestern Ave","LTCH","Respiratory","COVID-19","","2022-07-04","2022-08-09","N"
"665",665,"Kingsway - 2nd Fl, 3rd Fl & 4th Fl","4251 Dundas Street W","Retirement Home","Respiratory","COVID-19","","2022-07-04","2022-07-31","N"
"666",666,"Nisbet Lodge - 6th Fl","740 Pape Ave","LTCH","Respiratory","COVID-19","","2022-07-04","2022-07-25","N"
"667",667,"Seven Oaks - SCU","9 Neilson Rd","LTCH","Respiratory","Metapneumovirus","","2022-07-04","2022-07-20","N"
"668",668,"The Dunfield Retirement Residence - 4th Fl","77 Dunfield Ave","Retirement Home","Respiratory","COVID-19","","2022-07-04","2022-07-18","N"
"669",669,"Yee Hong Centre - Scarborough Finch - 2F & 5N","60 Scottfield Dr","LTCH","Respiratory","COVID-19","","2022-07-04","2022-08-03","N"
"670",670,"Cummer Lodge - 3 North & 4 North","205 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-07-03","2022-08-16","N"
"671",671,"Hellenic Home - 2B","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-07-03","2022-07-20","N"
"672",672,"True Davidson Acres - 5th Fl","200 Dawes Rd","LTCH","Respiratory","COVID-19","","2022-07-02","2022-08-09","N"
"673",673,"Bendale Acres - 1W + CSU, 3rd, 5th & 6th Fl","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-07-01","2022-08-30","N"
"674",674,"Sunnybrook Health Sciences Centre - Holland Orthopaedic & Arthritic - I6E","43 Wellesley Street East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-01","2022-07-11","N"
"675",675,"Trillium Health Partners - McCall Continuing Care - Chronic / Rehab - 4th Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-07-01","2022-08-04","N"
"676",676,"Lakeshore Lodge - 3 South","3197 Lake Shore Blvd W","LTCH","Respiratory","Rhinovirus","","2022-06-30","2022-07-05","N"
"677",677,"The Heritage Nursing Home","1195 Queen St E","LTCH","Respiratory","COVID-19","","2022-06-30","2022-09-15","N"
"678",678,"Unity Health Toronto - St. Joseph's - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-30","2022-07-10","N"
"679",679,"Centre for Addiction and Mental Health - Queen Street Site - FORCAT","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-06-29","2022-07-05","N"
"680",680,"Chartwell Gibson Long Term Care Residence - 3rd & 4th Fl","1925 Steeles Ave E","LTCH","Respiratory","COVID-19","","2022-06-29","2022-08-08","N"
"681",681,"Fountain View Care Community","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2022-06-29","2022-07-22","N"
"682",682,"Seven Oaks - Office, 2nd, 3rd & 5th Fl","9 Neilson Rd","LTCH","Respiratory","COVID-19","","2022-06-29","2022-09-14","N"
"683",683,"University Health Network - Toronto Western - 8B","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-29","2022-07-12","N"
"684",684,"Weston Gardens Retirement Residence","303 Queens Dr","Retirement Home","Respiratory","Enterovirus/Rhinovirus","","2022-06-29","2022-07-11","N"
"685",685,"Yee Hong Centre - Scarborough Finch - GF (The Foundation)","60 Scottfield Dr","LTCH","Respiratory","COVID-19","","2022-06-29","2022-07-06","N"
"686",686,"Hillcrest Reactivation Centre - 2nd Fl","47 Austin Terr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-06-28","2022-07-15","N"
"687",687,"Mon Sheong Scarborough Long Term Care Centre - 4th Fl South","2030 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-06-28","2022-07-25","N"
"688",688,"Amica Bayview Gardens","19 Rean Dr","Retirement Home","Respiratory","COVID-19","","2022-06-27","2022-08-06","N"
"689",689,"Hellenic Care for Seniors - 1st Fl","215 Tyrrel Avenue","LTCH","Respiratory","COVID-19","","2022-06-27","2022-07-18","N"
"690",690,"Valleyview Residence - 4-West & 4-East","541 Finch Ave W","LTCH","Respiratory","COVID-19","","2022-06-27","2022-08-10","N"
"691",691,"Bendale Acres","2920 Lawrence Ave E","LTCH","Respiratory","Enterovirus/Rhinovirus","","2022-06-26","2022-07-18","N"
"692",692,"Belmont House - 5WW","55 Belmont St","LTCH","Respiratory","COVID-19","","2022-06-25","2022-07-22","N"
"693",693,"Hazelton Place Retirement Residence - 2nd Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-06-25","2022-07-11","N"
"694",694,"Sts. Peter and Paul Residence - 5th Fl","221 Milner Ave","LTCH","Respiratory","COVID-19","","2022-06-24","2022-07-22","N"
"695",695,"Sunnybrook Health Sciences Centre - Bayview Campus - F2","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-24","2022-07-16","N"
"696",696,"University Health Network - Toronto General - 6 MA","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-24","2022-07-05","N"
"697",697,"St. Bernard's Residence - 2nd & 3rd Fl","685 Finch Avenue","Retirement Home","Respiratory","COVID-19","","2022-06-23","2022-07-15","N"
"698",698,"Trillium Health Partners - Church Site - 6B","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-06-23","2022-07-04","N"
"699",699,"Lakeshore Lodge - 4 South","3197 Lakeshore Blvd","LTCH","Respiratory","COVID-19","","2022-06-20","2022-07-11","N"
"700",700,"Centre For Addiction and Mental Health - Queen Street Site - 5 CCC (Crisis & Critical Care)","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-06-19","2022-06-28","N"
"701",701,"Craiglee Nursing Home - 1 East","102 Craiglee Dr","LTCH","Respiratory","COVID-19","","2022-06-18","2022-07-03","N"
"702",702,"Deerwood Creek Care Community - Unit 3B","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2022-06-18","2022-07-29","N"
"703",703,"Villa Colombo Home For The Aged - 4 Fusco West","40 Playfair Ave","LTCH","Enteric","Unable to identify","","2022-06-18","2022-06-29","N"
"704",704,"Amica On the Avenue - 4th Fl","1066 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-06-17","2022-06-28","N"
"705",705,"Villa Colombo Homes for the Aged - 3 Fusco North, 2 Fusco, 4 Fusco, 5 Fusco & 4 Fidani","40 Playfair Ave","LTCH","Respiratory","COVID-19","","2022-06-17","2022-08-22","N"
"706",706,"Scarborough Health Network-Scarborough General - CP4 - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-16","2022-06-29","N"
"707",707,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSE","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-06-16","2022-06-26","N"
"708",708,"Midland Gardens Care Community - Kitchen, 3rd, 5th & 6th Fl","130 Midland Ave","LTCH","Respiratory","COVID-19","","2022-06-15","2022-09-03","N"
"709",709,"North York General Hospital - General Site - 3N-ALC","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-06-15","2022-07-05","N"
"710",710,"Chartwell Trilogy Long Term Care Residence - 3rd Fl","340 McCowan Rd","LTCH","Respiratory","COVID-19","","2022-06-14","2022-07-01","N"
"711",711,"Norfinch Care Community - Unit 2A & 2B","22 Norfinch Dr","LTCH","Respiratory","COVID-19","","2022-06-14","2022-07-09","N"
